pathway_name,pathway_source,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites
Cholesterol Biosynthesis Pathway,Wikipathways,5,HMDB0000067;HMDB0001170;HMDB0001251;HMDB0000032;HMDB0001188,14 (14),0.0121,0.643
Endogenous sterols,Reactome,8,HMDB0000015;HMDB0001251;HMDB0000067;HMDB0006763;HMDB0001547;HMDB0000145;HMDB0060136;HMDB0001993,31 (40),0.0138,0.722
Cholesterol biosynthesis via desmosterol,Reactome,4,HMDB0000067;HMDB0006842;HMDB0002719;HMDB0006271,10 (10),0.0161,0.811
1_25-dihydroxyvitamin D<sub>3</sub> biosynthesis,HumanCyc,4,HMDB0006500;HMDB0000876;HMDB0000032;HMDB0003550,10 (10),0.0161,0.811
Synthesis of glycosylphosphatidylinositol (GPI),Reactome,4,HMDB0000290;HMDB0011669;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974,10 (19),0.0161,0.811
Nuclear Receptors in Lipid Metabolism and Toxicity,Wikipathways,3,HMDB0000067;HMDB0001251;HMDB0000032,6 (12),0.0191,0.891
Phosphatidylcholine catabolism,Wikipathways,3,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0013462#HMDB0012103#HMDB0012092;HMDB0008048,6 (9),0.0191,0.891
Regulation of lipid metabolism by PPARalpha,Reactome,3,HMDB0001388;HMDB0000054;HMDB0001043,6 (7),0.0191,0.891
Kallmann_s Syndrome,Wikipathways,3,HMDB0000693;HMDB0000234;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,6 (11),0.0191,0.891
Acyl chain remodeling of CL,Reactome,3,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,6 (12),0.0191,0.891
Fat digestion and absorption - Homo sapiens (human),KEGG,3,HMDB0000067;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,6 (13),0.0191,0.891
Serotonergic synapse - Homo sapiens (human),KEGG,9,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0003208;HMDB0002995;HMDB0001043;HMDB0000472;HMDB0002311;HMDB0002343;HMDB0002265;HMDB0002314,39 (42),0.0193,0.891
retinol biosynthesis,HumanCyc,6,HMDB0000944;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0003073;HMDB0001388;HMDB0001043;HMDB0002183,21 (37),0.0195,0.891
16p11.2 proximal deletion syndrome,Wikipathways,5,HMDB0004080;HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0002088;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0004949,17 (40),0.0287,1
Retrograde endocannabinoid signaling - Homo sapiens (human),KEGG,5,HMDB0004080;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0001043;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,17 (19),0.0287,1
Lidocaine (Local Anaesthetic) Metabolism Pathway,SMPDB,5,HMDB0060679;HMDB0060678;HMDB0014426;HMDB0060655;HMDB0060656,17 (17),0.0287,1
Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human),KEGG,7,HMDB0004649;HMDB0030020;HMDB0060487;HMDB0012958;HMDB0030554;HMDB0004198;HMDB0060355,29 (71),0.0297,1
ABC transporters in lipid homeostasis,Reactome,3,HMDB0000067;HMDB0013462#HMDB0012103#HMDB0012092;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,7 (11),0.0308,1
phospho-PLA2 pathway,Reactome,3,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0001043;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,7 (7),0.0308,1
Non-genomic actions of 1_25 dihydroxyvitamin D3,Wikipathways,2,HMDB0001043;HMDB0003550,3 (4),0.032,1
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human),KEGG,2,HMDB0006734;HMDB0004878,3 (23),0.032,1
Chylomicron assembly,Reactome,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,3 (4),0.032,1
Scavenging by Class F Receptors,Reactome,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,3 (9),0.032,1
VLDL assembly,Reactome,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,3 (4),0.032,1
Assembly of active LPL and LIPC lipase complexes,Reactome,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,3 (6),0.032,1
Adipocytokine signaling pathway - Homo sapiens (human),KEGG,2,HMDB0004949;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,3 (7),0.032,1
Chylomicron clearance,Reactome,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,3 (4),0.032,1
VLDL clearance,Reactome,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,3 (4),0.032,1
HDL clearance,Reactome,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,3 (4),0.032,1
LDL remodeling,Reactome,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,3 (4),0.032,1
Globo Sphingolipid Metabolism,Wikipathways,2,HMDB0006734;HMDB0004878,3 (3),0.032,1
The alternative pathway of fetal androgen synthesis,Wikipathways,4,HMDB0000067;HMDB0000899;HMDB0000234;HMDB0000077,12 (17),0.032,1
Steroid Biosynthesis,Wikipathways,4,HMDB0000067;HMDB0000145;HMDB0000234;HMDB0000077,12 (12),0.032,1
Post-translational modification: synthesis of GPI-anchored proteins,Reactome,4,HMDB0000290;HMDB0011669;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974,12 (22),0.032,1
Regulation of lipolysis in adipocytes - Homo sapiens (human),KEGG,4,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0001547;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0001043,12 (14),0.032,1
Insulin resistance - Homo sapiens (human),KEGG,4,HMDB0004949;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0000290,12 (20),0.032,1
Glycosphingolipid metabolism,Reactome,7,HMDB0006734;HMDB0004949;HMDB0004878;HMDB0004842;HMDB0000077;HMDB0013462#HMDB0012103#HMDB0012092;HMDB0000304,31 (38),0.0416,1
phospholipases,HumanCyc,7,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0000944;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0003073;HMDB0001388;HMDB0001043;HMDB0002183,31 (55),0.0416,1
Vitamin D-sensitive calcium signaling in depression,Wikipathways,4,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0000876;HMDB0000032;HMDB0003550,13 (15),0.0424,1
Biosynthesis of electrophilic ?-3 PUFA oxo-derivatives,Reactome,4,HMDB0006528;HMDB0010213;HMDB0060050;HMDB0002183,13 (28),0.0424,1
Statin inhibition of cholesterol production,Wikipathways,3,HMDB0000067;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,8 (17),0.0454,1
Necroptosis - Homo sapiens (human),KEGG,3,HMDB0004949;HMDB0013462#HMDB0012103#HMDB0012092;HMDB0001043,8 (10),0.0454,1
Phase I - Functionalization of compounds,Reactome,22,HMDB0001186;HMDB0033934;HMDB0001547;HMDB0000145;HMDB0002995;HMDB0000015;HMDB0001251;HMDB0000067;HMDB0014813;HMDB0041905;HMDB0001043;HMDB0000876;HMDB0003550;HMDB0000234;HMDB0006763;HMDB0003208;HMDB0001276;HMDB0013195;HMDB0006543;HMDB0060136;HMDB0001920;HMDB0001993,143 (191),0.0484,1
Biosynthesis of unsaturated fatty acids - Homo sapiens (human),KEGG,8,HMDB0006519;HMDB0000944;HMDB0005060;HMDB0003073;HMDB0001388;HMDB0006528;HMDB0001043;HMDB0002183,39 (74),0.0508,1
C21-steroid hormone biosynthesis and metabolism,EHMN,9,HMDB0000015;HMDB0006756;HMDB0000067;HMDB0006763;HMDB0001547;HMDB0006764;HMDB0004030;HMDB0000234;HMDB0000077,46 (61),0.0516,1
Inflammatory mediator regulation of TRP channels - Homo sapiens (human),KEGG,6,HMDB0002227;HMDB0004472;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0002995;HMDB0001043;HMDB0004080,26 (35),0.0524,1
Lidocaine (Antiarrhythmic) Action Pathway,SMPDB,6,HMDB0014426;HMDB0060678;HMDB0060679;HMDB0010139#HMDB0010126#HMDB0010083#HMDB0009947#HMDB0009779#HMDB0010131#HMDB0010106#HMDB0010107#HMDB0010142#HMDB0010049#HMDB0010050#HMDB0010058#HMDB0010096#HMDB0010097#HMDB0010084#HMDB0009970#HMDB0010138#HMDB0010135#HMDB0010134#HMDB0010146#HMDB0010145;HMDB0060655;HMDB0060656,26 (26),0.0524,1
Glycosphingolipid biosynthesis - globoseries,EHMN,4,HMDB0006734;HMDB0000290;HMDB0004878;HMDB0000304,14 (22),0.0545,1
Developmental Biology,Reactome,5,HMDB0000067;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0000123;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0004949,20 (30),0.0551,1
Recycling of bile acids and salts,Reactome,5,HMDB0000036;HMDB0000637;HMDB0000951;HMDB0000123;HMDB0000138,20 (20),0.0551,1
Metabolism of steroid hormones,Reactome,7,HMDB0000015;HMDB0000234;HMDB0000067;HMDB0006763;HMDB0001547;HMDB0000145;HMDB0000077,33 (35),0.0562,1
Sphingolipid metabolism,Reactome,10,HMDB0006734;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0004949;HMDB0004878;HMDB0004842;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0000077;HMDB0013462#HMDB0012103#HMDB0012092;HMDB0000304,54 (65),0.0573,1
T-Cell Receptor and Co-stimulatory Signaling,Wikipathways,2,HMDB0010139#HMDB0010126#HMDB0010083#HMDB0009947#HMDB0009779#HMDB0010131#HMDB0010106#HMDB0010107#HMDB0010142#HMDB0010049#HMDB0010050#HMDB0010058#HMDB0010096#HMDB0010097#HMDB0010084#HMDB0009970#HMDB0010138#HMDB0010135#HMDB0010134#HMDB0010146#HMDB0010145;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,4 (4),0.0594,1
Composition of Lipid Particles,Wikipathways,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,4 (10),0.0594,1
Blood clotting and drug effects,Wikipathways,2,HMDB0001043;HMDB0003208,4 (10),0.0594,1
SARS-CoV-2 and COVID-19 Pathway,Wikipathways,2,HMDB0000693;HMDB0000067,4 (5),0.0594,1
AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human),KEGG,2,HMDB0004949;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,4 (9),0.0594,1
anandamide degradation,HumanCyc,2,HMDB0004080;HMDB0001043,4 (4),0.0594,1
Steroids metabolism,INOH,6,HMDB0001170;HMDB0001251;HMDB0001188;HMDB0000032;HMDB0000067;HMDB0001090,27 (31),0.0616,1
Phospholipid Biosynthesis,SMPDB,6,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0011503;HMDB0010139#HMDB0010126#HMDB0010083#HMDB0009947#HMDB0009779#HMDB0010131#HMDB0010106#HMDB0010107#HMDB0010142#HMDB0010049#HMDB0010050#HMDB0010058#HMDB0010096#HMDB0010097#HMDB0010084#HMDB0009970#HMDB0010138#HMDB0010135#HMDB0010134#HMDB0010146#HMDB0010145,27 (27),0.0616,1
Biotin metabolism - Homo sapiens (human),KEGG,3,HMDB0003581;HMDB0240687;HMDB0003134,9 (28),0.0629,1
superpathway of steroid hormone biosynthesis,HumanCyc,7,HMDB0000015;HMDB0000234;HMDB0000067;HMDB0006763;HMDB0001547;HMDB0000145;HMDB0000077,34 (35),0.0646,1
Classical pathway of steroidogenesis with glucocorticoid and mineralocorticoid metabolism,Wikipathways,5,HMDB0000067;HMDB0000015;HMDB0000234;HMDB0001547;HMDB0000077,21 (29),0.0662,1
Vitamin A and carotenoid metabolism,Wikipathways,5,HMDB0006216;HMDB0000305;HMDB0006285#HMDB0006280;HMDB0000876;HMDB0006217,21 (21),0.0662,1
fatty acid activation,HumanCyc,5,HMDB0003073;HMDB0001388;HMDB0000944;HMDB0001043;HMDB0002183,21 (38),0.0662,1
the visual cycle I (vertebrates),HumanCyc,7,HMDB0000944;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0003073;HMDB0001388;HMDB0001043;HMDB0006216;HMDB0002183,35 (58),0.0737,1
Vitamin digestion and absorption - Homo sapiens (human),KEGG,6,HMDB0003134;HMDB0000244;HMDB0000067;HMDB0030020;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0000876,29 (39),0.0826,1
Choline metabolism in cancer - Homo sapiens (human),KEGG,3,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,10 (11),0.0829,1
zymosterol biosynthesis,HumanCyc,4,HMDB0006927#HMDB0001181;HMDB0001251;HMDB0001286;HMDB0006271,16 (22),0.0837,1
PLC beta mediated events,Reactome,4,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0001043;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,16 (17),0.0837,1
G-protein mediated events,Reactome,4,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0001043;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,16 (17),0.0837,1
Ovarian steroidogenesis - Homo sapiens (human),KEGG,5,HMDB0000145;HMDB0000067;HMDB0000234;HMDB0001043;HMDB0000077,23 (24),0.0919,1
Nanoparticle triggered regulated necrosis,Wikipathways,2,HMDB0004949;HMDB0001043,5 (8),0.0922,1
Oxysterols derived from cholesterol,Wikipathways,2,HMDB0001457;HMDB0001993,5 (10),0.0922,1
Synthesis of PS,Reactome,2,HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,5 (6),0.0922,1
Regulation of TLR by endogenous ligand,Reactome,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,5 (13),0.0922,1
Acyl chain remodeling of DAG and TAG,Reactome,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,5 (10),0.0922,1
FGFR3c ligand binding and activation,Reactome,2,HMDB0000693;HMDB0000304,5 (5),0.0922,1
FGFR3 ligand binding and activation,Reactome,2,HMDB0000693;HMDB0000304,5 (5),0.0922,1
Scavenging by Class B Receptors,Reactome,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,5 (16),0.0922,1
Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human),KEGG,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974,5 (5),0.0922,1
Neurotrophin signaling pathway - Homo sapiens (human),KEGG,2,HMDB0004949;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,5 (5),0.0922,1
LDL clearance,Reactome,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,5 (9),0.0922,1
Plasma lipoprotein clearance,Reactome,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,5 (9),0.0922,1
Aminocaproic Acid Action Pathway,SMPDB,2,HMDB0000015;HMDB0001901,5 (5),0.0922,1
Acyl chain remodelling of PE,Reactome,2,HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,5 (13),0.0922,1
Platelet sensitization by LDL,Reactome,2,HMDB0000067;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,5 (6),0.0922,1
Ceramide signalling,Reactome,2,HMDB0004949;HMDB0013462#HMDB0012103#HMDB0012092,5 (5),0.0922,1
